cat_level_name,cat_level_url,Category_Level_1,Category_Level_2,Category_Level_3,Category_Level_4,Category_Level_5,Category_Level_6,Category_Level_7,Category_Level_8,Category_Level_9,Category_Level_10
electronics,https://www.amazon.ae/s/ref=nb_sb_noss?url=search-alias%3Delectronics,electronics,,,,,,,,,
electronics > Accessories,https://www.amazon.ae/Accessories-Electronics/b?ie=UTF8&node=12303744031,electronics , Accessories,,,,,,,,
electronics > Camera & Photo,https://www.amazon.ae/Camera-Photo-Electronics/b?ie=UTF8&node=12303745031,electronics , Camera & Photo,,,,,,,,
electronics > Car & Vehicle Electronics,https://www.amazon.ae/Car-Vehicle-Electronics/b?ie=UTF8&node=12303746031,electronics , Car & Vehicle Electronics,,,,,,,,
"electronics > Computers, Components & Accessories",https://www.amazon.ae/Computers-Components-Accessories-Electronics/b?ie=UTF8&node=12303747031,electronics ," Computers, Components & Accessories",,,,,,,,
electronics > eBook Readers & Accessories,https://www.amazon.ae/eBook-Readers-Accessories-Electronics/b?ie=UTF8&node=12303757031,electronics , eBook Readers & Accessories,,,,,,,,
electronics > Hi-Fi & Home Audio,https://www.amazon.ae/Hi-Fi-Home-Audio-Electronics/b?ie=UTF8&node=12303748031,electronics , Hi-Fi & Home Audio,,,,,,,,
"electronics > Home Theater, TV & Video",https://www.amazon.ae/Home-Theater-TV-Video-Electronics/b?ie=UTF8&node=12303749031,electronics ," Home Theater, TV & Video",,,,,,,,
electronics > Household Batteries & Chargers,https://www.amazon.ae/Household-Batteries-Chargers-Electronics/b?ie=UTF8&node=12303760031,electronics , Household Batteries & Chargers,,,,,,,,
electronics > Mobile Phones & Communication,https://www.amazon.ae/Mobile-Phones-Communication-Electronics/b?ie=UTF8&node=12303750031,electronics , Mobile Phones & Communication,,,,,,,,
electronics > Portable Sound & Vision,https://www.amazon.ae/Portable-Sound-Vision-Electronics/b?ie=UTF8&node=12303751031,electronics , Portable Sound & Vision,,,,,,,,
electronics > Power Accessories,https://www.amazon.ae/Power-Accessories-Electronics/b?ie=UTF8&node=12303762031,electronics , Power Accessories,,,,,,,,
electronics > Tablets,https://www.amazon.ae/Tablets-Electronics/b?ie=UTF8&node=12050253031,electronics , Tablets,,,,,,,,
"electronics > Telephones, VoIP & Accessories",https://www.amazon.ae/Telephones-VoIP-Accessories-Electronics/b?ie=UTF8&node=12303754031,electronics ," Telephones, VoIP & Accessories",,,,,,,,
electronics > Warranties,https://www.amazon.ae/Warranties-Electronics/b?ie=UTF8&node=12303755031,electronics , Warranties,,,,,,,,
electronics > Wearable Technology,https://www.amazon.ae/Wearable-Technology-Electronics/b?ie=UTF8&node=12303756031,electronics , Wearable Technology,,,,,,,,
electronics > Accessories > Blank Media Cases & Wallets,https://www.amazon.ae/b?node=12050401031&ref=sr_nr_n_1,electronics , Accessories , Blank Media Cases & Wallets,,,,,,,
electronics > Accessories > Electrical Cable & Wire Management,https://www.amazon.ae/b?node=12355829031&ref=sr_nr_n_2,electronics , Accessories , Electrical Cable & Wire Management,,,,,,,
electronics > Accessories > Camera & Photo Accessories,https://www.amazon.ae/b?node=12303763031&ref=sr_nr_n_3,electronics , Accessories , Camera & Photo Accessories,,,,,,,
electronics > Accessories > Car & Vehicle Electronic Accessories,https://www.amazon.ae/b?node=12303777031&ref=sr_nr_n_4,electronics , Accessories , Car & Vehicle Electronic Accessories,,,,,,,
electronics > Accessories > Computer Accessories,https://www.amazon.ae/b?node=12050239031&ref=sr_nr_n_5,electronics , Accessories , Computer Accessories,,,,,,,
electronics > Accessories > Audio Headphones,https://www.amazon.ae/b?node=12303875031&ref=sr_nr_n_6,electronics , Accessories , Audio Headphones,,,,,,,
